主語兼分野,問題文→の方に回答があります,回答
解析積雪深・解析降雪量は、,個別地点における観測地と必ず一致する。,しない
解析積雪深・解析降雪量は、,地上の気温が0度の時は雪雨の判別が難しいため、精度が低下する。,1度～３度
雷は、,雷雲の背丈は冬に8km 夏に３ｋｍである,4km 7km
雷は、,北陸地方では、夏に発生しやすい,冬
雷は、,内陸部では冬に発生しやすい,夏
雷監視システムは、,雷より発する光を受信して、その位置発生j国などの情報を作成する,雷より発生する電波
雷は、,対地放電も雲放電も発する電磁波に違いはない,特徴が異なる
雷監視システムは、,検知局は全国に60か所ある,30か所
雷監視システムは、,受信する電磁波は到達距離が短いため精度の高い観測が可能,到達距離が長いため、日本列島沿岸から遠く離れた領域も観測可能
雷は、,月別に集計すると、雷が検知されるのは9月が最も多い,8月
雷は、,対地放電と雲放電の比率は、秋は対地放電１に対して雲放電が５程度であるが、夏は1:1となる,対地放電と雲放電の割合（黄色）を見ると、冬は対地放電と雲放電の比率はほぼ同じで、1：1程度ですが、夏は対地放電1に対して雲放電が5程度と雲放電の割合が大きくなっています。
雷は、,検知数は、夏は明け方から午前中にかけて明瞭なピークがある,夏は午後から夕方
雷は、,検知数は、冬は、午後から夕方に明瞭なピークがある,冬はフラット
雷は、,日本海沿岸で発生する雷は、放電数は多いものの一回当たりの電気量は少ない,放電の数が少ないものの、一回あたりの雷の電気量が多く
雷ナウキャストとは,5km格子単位で解析し、その1時間後（10分～60分先）までの予測を行うもので、30分毎に更新して提供します。,雷の激しさや雷の可能性を1km格子単位で解析し、その1時間後（10分～60分先）までの予測を行うもので、10分毎に更新して提供します。
雷ナウキャストとは,活動度は5段階である,4段階
雷ナウキャストとは,雷雲の盛衰の傾向は考慮されない,される
雷ナウキャストとは,活動度１は雷放電を検知した状態である,雷雲が発達する可能性のある領域
雷ナウキャストとは,活動度2は落雷がある状態,雷光が見えたり雷鳴が聞こえる。落雷の可能性が高くなっている。
雷ナウキャストとは,"活動度の作成過程は1km格子単位に対地放電及び雲放電をそれぞれ集計します。これだけでは、雷雲の強弱の特徴があまりはっきりしません。そこで、各放電の半径10km以内に重みを付けて積算することで、雷雲の構造がより明瞭に表現されるようにします（中図：上段及び下段）。この事例では、雲放電の分布が雷雲の広がりをよく表現しています。
次に、対地放電は災害に直接結び付くことから、対地放電の分布に重みを付けて強調し、雲放電の分布と合成します。こうして求めた「発雷密度」を階級分けすることで、ナウキャストの活動度2～4を作成します。",
雷ナウキャストとは,雷活動に関係のある気温が-15度となる高度のエコー強度などの指標を用いている,-10度
雷ナウキャストとは,発雷密度を階級わけすることで、活動度の1～４を作成している,活動度の2～4
雷ナウキャストとは,発雷密度を計算するとき、対地放電と雲放電では、雲放電の数が多いほど雷雲が活発であるため、雲放電の重みが大きい,対地放電の方が災害に直接結びつくことから重みが重い。
府県天気予報は,府県予報区ごとに発表される,府県予報区を細分した一次細分区域
府県天気予報は,毎日5時17時に発表される,"5,11,17時"
府県天気予報は,明日までの天気が発表される,明後日
府県天気予報は,明日の天気、降水確率、最高最低気温が発表される。,風と波浪も
天気分布予報は、,全国1kmメッシュに分け、明後日の24時までの予報を掲載する,5km 明日
天気分布予報は、,メッシュ内の1時間ごとの代表的な天気を表す,3時間 
天気分布予報は、,メッシュ内の降水量を5段階で表現する,6段階
日本周辺 実況天気図は,"一日4回(3,9,15,21時)の観測データをもとに作成される。","3,6,9,12,15,18,21時"
アジア太平洋域　実況天気図は,"一日4回(3,9,15,21時)の観測データをもとに作成される。",合ってる
アジア太平洋域　実況天気図は,気象庁が船舶向け予報警報を担当している海域は(北緯10度～北緯65度 東経60度～東経180度)である,海域（赤道～北緯60度　東経100度～東経180度
予想天気図は,"一日4回(3,9,15,21時)の観測データをもとに、24時間36時間後の予想天気図が作成される。",24時間 48時間
予想天気図は,強風域（30ノット）のみ表示されている,船体着氷域 海氷域もあわせて
アジア太平洋域　予想天気図は,"一日4回(3,9,15,21時)の観測データをもとに、24時間と36時間後の予想が作成される。",
週間天気予報は,地方週間天気予報 府県週間天気予報 という形で毎日1回発表される,全般週間天気予報もある：11時 地方+府県：11時17時
週間天気予報は,最高最低気温を0.1度単位で示す,1度
週間天気予報は,最低最高気温はその日一日の中での最高最低気温である,明日の予報 朝の最低気温 日中の最低気温 明日以降はその日の最低最高
週間天気予報は,降水確率を５％単位で示し、7日先までの降水確率をその日ごとに示す,10% 明日の予報までは6時間ごと
週間天気予報は,予報の信頼度を4段階で示す,3段階
週間天気予報は,降水量を２mm単位で示す,1mm単位
週間天気予報は,気温の平年値を1度単位で示す,0.1度
週間天気予報は,信頼度は、予報事項の確率の高さを示す,「予報が的中しやすい」「予報が変わりにくい」ことを示す。
週間天気予報は,信頼度Aは、適中率が当日の予報並みにであることを示す,明日の予報
週間天気予報は,信頼度Bは、適中率が3日先の予報と同程度である,4日先
週間天気予報は,信頼度Cは、適中率が5日先の予報と同程度である,Bより信頼度が低い
週間天気予報は,平年値は、過去50年間の観測した気温(1度単位)と降水量(2mm)の平均。,30年 0.1度 1mm
週間天気予報は,平年値は、50年に一度更新する,10年
週間天気予報は,最低最高気温の予測の範囲に入る確率は、75％である,80%
週間天気予報は,降水量の平年値は予測期間7日間で平均した降水量の平年並みの範囲である,合計した
週間天気予報は,最高最低気温の平年値は、予報期間7日間の平均値である,予報4日目の最高最低気温の平年値
週間天気予報は,各県ごとの週間天気予報は毎日3回発表される,2回 11時 17時
週間天気予報は,期間の1日目と二日目については、最新の天気予報に更新されることは無い,随時更新される。
週間天気予報は,週間天気予報は都道府県を細分化した地域ごとに発表される,基本的には都道府県単位 北海道７ 沖縄４地域
府県天気予報は,都道府県ごとの天気予報である,都府県を1-4に分割 北海道は16 沖縄は7つ
府県天気予報は,天気 最高最低気温 風 波高 降水量 降水確率 予報の信頼度が含まれる,信頼度は無い
府県天気予報は,予報期間は、発表時刻から48時間後までである,明後日の24時まで
府県天気予報は,一日に2回発表される。,"5,11,17時"
府県天気予報は,最低最高気温はその日一日の中での最高最低気温である,朝の最低と日中の最高気温
府県天気予報は,最低最高気温の予測の範囲に入る確率は、75％である,府県天気予報には温度の範囲は無い。
地域時系列予報は、,府県ごとに発表される,都道府県を1-4に分けた地域 北海道は16 沖縄は7
地域時系列予報は、,アンサンブル数値結果を基に作成される,府県天気予報を基に作成される。
地域時系列予報は、,1時間ごとの平均した天気を表現する,3時間 卓越した
地域時系列予報は、,風向は16方位で表現される,8方位
地域時系列予報は、,最大風速は10段階で表現される,6段階
地域時系列予報は、,気温は、一日の最高最低温度を0.1度単位で表現される,1度単位 朝の最低気温と日中の最高気温
,,
,,
,,
,,
,,
台風予報は、,暴風域は風速（3分平均）が20m/s以上の暴風が吹いているか、地形の影響などがある場合に吹く可能性がある範囲をしめしている。,暴風域で、風速（10分間平均）が25m/s以上の暴風が吹いているか、地形の影響などがない場合に吹く可能性のある範囲を示しています
台風予報は、,強風域は、最大風速が17m/s以上の強風が吹いているか、地形の影響がある場合に吹く可能性がある範囲を示している。,風速（10分間平均）が15m/s以上の強風が吹いているか、地形の影響などがない場合に吹く可能性のある範囲を示しています。
台風予報は、,5日先の予報は、中心位置（予報円の中心）だけが示される。,各予報時刻の台風の中心位置（予報円の中心と半径）、進行方向と速度、中心気圧、最大風速、最大瞬間風速、暴風警戒域
台風予報は、,予告した時刻に台風の中心が予報円の中に入る確率は80%である,70%
台風予報は、,台風は、予報円の中心を結んだ線に沿って進む。,進むとは限らない
台風予報は、,暴風警戒域は、台風の中心が予報円の中心を結んだ線に沿って進んだ場合に、暴風域に入る恐れのある範囲を示している。,台風の中心が予報円内に進んだ場合に5日（120時間）先までに暴風域に入るおそれのある範囲全体を示しています
台風予報は、,暴風域に入る確率は、市町村ごとに発表される,市町村等をまとめた地域ごとに
台風予報は、,暴風域に入る確率は、一週間以内に台風の暴風域に入る確率が1%以上である地域に対して発表される。,5日以内 0.5%
台風予報は、,暴風域に入る確率は、半日ごとの値が示される,3時間
台風予報は、,暴風域に入る確率は、時間が経過しても変化することはない,する
台風予報は、,暴風域に入る確率は、100％とは、暴風域に入った後過ぎ去った状態をいう,暴風域に入っている状態
台風予報は、,「発達する熱帯低気圧に関する情報」は48時間先に台風に発達する見込みの場合に発表される,24時間
台風予報は、,実況には最大瞬間風速は含まれるが、予報には含まれない,含まれる。
台風予報は、,実況は3時間ごとに発表される,台風が近づいたら毎時
台風予報は、,24時間予報は、6時間ごとに発表される,3時間ごと
台風予報は、,24時間予報は6時間ごとのの予報である,12時間と24時間後
台風予報は、,5日予報は、3時間ごとに発表される,6時間
台風予報は、,5日予報は、3日先までは12時間ごと、4日先から24時間ごとの予報が発表される。,24時間毎
,,
全般気象情報,警報や注意報の内容を補足するために発表します。,警報・注意報に先立つ情報も含まれる。
全般気象情報,総監規模の現象（梅雨前線）などの情報が主である,少雨や長雨などに関する情報も発表荒れる。
全般気象情報,情報番号は必ず連続する,連続しない場合は、全般台風情報が発表されている
,,
指定河川洪水予報は、,氾濫注意情報と氾濫警戒情報は洪水注意報に相当する,氾濫警戒情報は洪水警報に相当
指定河川洪水予報は、,氾濫危険情報と氾濫発生情報は洪水警報に相当する,氾濫警戒情報は洪水警報に相当
指定河川洪水予報は、,大雨特別警報の解除後の氾濫への警戒を促すために、大雨特別警報を警報等に切り替える際、臨時の指定河川予報が発表される,丸
指定河川洪水予報は、,全国で運用されている,沖縄では運用されていない。
,,
酸性雨とは,二酸化炭素が雨に溶け込み、通常より強い酸性を示す現象,二酸化硫黄 窒素酸化物
酸性雨とは,雨だけの現象である,雪 霧等も含まれる
酸性雨とは,人為起源の大気汚染物質が無かった場合、雨は中性である,二酸化炭素が解けるため、酸性
酸性雨とは,人為起源の大気汚染物質の排出された付近でのみ発生する,数千キロも箱mばれることもある。
酸性雨とは,酸性沈着の原因は、酸性雨のような湿性沈着が原因である,乾燥した微粒子による乾燥沈着もある。
酸性雨とは,降り始めから降り終わりまで酸性度は変わらない,だんだんと弱くなる
酸性雨とは,酸性雨の数値的な定義はph5.6以下である。,無い 5.6は純粋に二酸化炭素が十分に溶けた数値
エーロゾル,観測する装置名はシーロメーターである,スカイラジオメーター
スカイラジオは、,大気による吸収が多い波長の太陽直達光と散乱光の強さを測定することで、エーロゾル光学的厚さ（エーロゾルによる大気の濁り具合）や粒径分布、一次散乱アルベド（エーロゾルが光を散乱（吸収）させる効果の指標）を観測することができます。,九州が少ない複数の波長
黄砂は,黄砂はゴビ砂漠からやってくる,タクラマカン砂漠も
黄砂は,黄砂の観測は、各地の気象台で目視で確認した時を黄砂として観測している。,丸
黄砂は,黄砂分布の予測は、黄砂の舞い上がりから、上空の風の流れに従って移動すると仮定して予想している,移動や拡散、効果の過程などを組み込んだ数値モデルをも言いいている
黄砂は,気象庁で用いられる数値モデルは、水平解像度が20kmの全球モデルと同じである,40km
黄砂は,黄砂分布の予測は、52時間先（3日先）までの黄砂の濃度などを予測しています、,96時間先 4日
黄砂は,冬の季節には観測されない,"11,12,1,2,3月も過去には観測されている"
黄砂は,春に多く観測される。,される。
黄砂は,黄砂の初日の平均値は3月初旬である,初終日の統計は実施していない
,,
,,
ヒートアイランド現象は、,大都市で気温が長期的に上昇しているとみられ、特に日の最高気温の上昇率が大きい,最低気温
ヒートアイランド現象は、,気温の長期的な上昇は夏に最大となる都市が多い,夏に最小になる
ヒートアイランド現象は、,長期的には、冬日は変化しないが、熱帯夜や真夏日猛暑日は増加している,冬日は減少していると思われる。
ヒートアイランド現象は、,都市化により、相対湿度が長期的に上昇している,低下している
ヒートアイランド現象は、,相対湿度の低下率は、真夏に最小となる都市が多い,梅雨時期
ヒートアイランド現象は、,霧日数は減少しているとみられる。,
ヒートアイランド現象は、,多くの都市で降水量や大雨に有意な長期的変化がみられる,みられない
ヒートアイランド現象は、,人工被覆域は、植生域と比べて日射による熱の蓄積が少なく、また、暖まりにやすく冷えやすい性質がある（熱容量が小さい）,人工被覆域は、植生域と比べて日射による熱の蓄積が多く、また、暖まりにくく冷えにくい性質がある（熱容量が大きい）
ヒートアイランド現象は、,日中に蓄積した熱を夜間になっても保持し、大気へ放出することになるため、夜間の気温の低下を妨げることになります。,
ヒートアイランド現象は、,都心部で人口が集中する地域では、昼間の排熱量は1kW/m^2に達すると見積もられる。,100w/m^2
,,
オゾン層観測は,ブリュワー分光光度計は、昭和基地で使用されている,日本の札幌つくば那覇
オゾン層観測は,ドブソン分光光度計は、昭和基地でしようされている,まる
オゾン層観測は,分光光度計では、上空オゾン層の高度分布を観測することはできない,日の出や日没の前後で連続帝に測定することで可能 5ｋｍごと
オゾン層観測は,オゾンゾンデは、オゾンがヨウ化カリウム溶液中で化学反応するときの抵抗の変化を利用する,電流が発生する
オゾン層観測は,衛星による観測は静止衛星軌道上で、地表や大気におって反射散乱されるう太陽紫外線の強度を測定することでオゾン全量を観測する,極軌道 700ｋｍ上空
,,
日射・赤外放射,下向き赤外放射は、地表面から大気中の雲や二酸化炭素へ放射されるエネルギー,大気中の空気分子・雲・二酸化炭素等から放射される長波（赤外）放射のうち、地表面へ向かう成分
日射・赤外放射,観測は、国内4地点である,5地点 札幌 つくば 福岡 石垣島 南鳥島
,,
観測は、,気象観測機器は製造時における器差はない,ある
観測は、,観測機器の偶然誤差とは、個々の測器や測定条件の違いによって現れる。,観測機器の系統誤差
観測は、,系統誤差とは、気象測器の構造上避けられないものである,観測機器の偶然誤差
観測は、,系統誤差とは、観測者がめで読み取って数値を得る場合に、観測者個人の癖によって系統的に発生する誤差である,観測機器の個人誤差
観測は、,観測機器の数値の読み取りは、瞬間的に行い、平衝するまでの時間を補正する。,時定数を考慮した観測方法を行う
観測は、,風速計の場合は、時定数は風速にほぼ比例して変化する,反比例
観測は、,風速と時定数商はほぼ一定であり、これを距離定数と呼ぶ,風速と時定数の積
観測は、,風速計の場合は、距離定数で速記の応答の速さをあらわす,
観測は、,突風率は、一般的に2倍から4倍である,1.5倍から2倍
観測は、,風光風速計は、地上15mの高さに設置するのが標準となっている,10m
観測は、,雨量計を高い建物の屋上に設置する場合では、建物からの影響を排除するために最も端に設置する,風の影響が強まるので、少なくとも1m 3m以上端から話す。
観測は、,降水観測は、気温や気圧といった気象要素と同様に、極地性が低く時間的な変動も小さい,極地性が高く時間的な変動も大きい
観測は、,夏季のひょうや氷あられは積もると積雪として観測される。,されない
観測は、,転倒ます型雨量計の温水式は、受水器のの周囲を二重構造にして、ここに油を満たしてヒーター等で10度前後に保って雪などを溶かす,受水器と漏斗の周囲 不凍液  ５度前後
観測は、,転倒ます型雨量計の溢水式は、受水器内が二重構造になっており、、内側に水と水が蒸発しないように表面に油が浮かせてあり、外側に不凍液がたくわえられていて、ヒーター等で５度前後に温められており、受水器内の水と油を加熱している,１０度
観測は、,雪尺による計測は、雪尺周辺の積雪量を計測する,盛り上がりが発生するため、雪尺から数十センチ離れた平均的雪面の高さを推定して読み取る
観測は、,超音波式積雪系は、超音波の伝播速度は空気の温度に依存するため、地面側に温度計が設置されている。,超音波送受信機の近傍に温度計を設置する。気象庁では露天で測定した気温を用いている。
観測は、,積雪計を設置する場所は、都市部での積雪量を模擬するために、鉄板やコンクリートを敷く。,自然な状態にする
観測は、,雨量計の設置場所は、近くに建物がある場合は、その建物の高さ分だけ離れた位置に設置する,少なくとも2倍以上 できれば4倍以上
観測は、,雨量計は、地面による風の乱れを避けるために、できるだけ高く設置する,風の影響を受けないように低く設置する
観測は、,雨量計の誤差の原因で最も大きいのは、受水器からの蒸発による損失である,受水口上での風速の増大及び風の乱れによる降水捕捉率の低下
観測は、,雨量計で補足できない降水量は最大20% 雪では 80%に達成する,2～10%      10～50%
観測は、,降水強度・降水量は、気象レーダーからの見通しの良い範囲なら、地上で測定した値と差はない,2～5倍程度ある
観測は、,気温は、細かく見ると数秒の中でも1～2度の幅で変動している,
観測は、,温度計の時定数は、一般的に10秒から60秒のものが多く使われる,30秒から180秒
観測は、,温度計の設置高さは、温度計の観測部が1.5mの高さである,二重円筒の底面
観測は、,温度計の痛風筒はファンにより通風されており、その速度は2m/sである,5m/s
観測は、,温度計の設置場所は、風のよどみ点による温度上昇を避けるために、建物の屋上への設置が推奨される,屋上への設置は避ける
観測は、,電気式湿度計は、高分子膜に含まれる水分の蒸発量が変化し、これによる誘電率が変化することから相対湿度を測定する。,高分子膜に含まれる水分量
観測は、,風速 風向計の観測間隔は、100Hzである ,0.25秒
観測は、,現代の風向計の角度検知は、抵抗式ロータリーエンコーダーを用いている,セルシンモーター 光エンコーダー
観測は、,風向計の矢羽は、２枚式の方が良いとされている,
観測は、,風向風速計の設置場所は、建物や木々などの障害物との距離は、障害物の高さの少なくとも20倍以上あることが望ましい,10倍
観測は、,塩化リチウム露点計は、塩化リチウム水溶液の飽和蒸気圧と大気の蒸気圧が等しい温度から露点温度を求める,
観測は、,塩化リチウム露点計の時定数は1分程度である,2～3分程度
観測は、,塩化リチウム露点計の時定数から、連続記録は得られない,連続記録が得られ、隔測も可能であるため自動観測に適している
観測は、,塩化リチウム露点計の時定数から、水溶液の飽和温度が気温より低いあ場合は露点温度を測定できない,
観測は、,塩化リチウム露点計も温度計同様に5m/s程度の下からの強制通風を行う必要がある,0.15m/s程度 0.2m/s程度となると感部表面の平衡状態がくずれる。
観測は、,日射計は、黒色受光麺で吸収して熱エネルギーに変換し、温度基準点である白色反射麺との温度差を熱電堆によって起電力として出力する。,
観測は、,アメダスでは太陽電池式日照計を使用している。,
観測は、,視程は、全方位の測定値の中で平均値をその観測時の視程とする。,最小値
観測は、,空港での視程の観測には、透過式を用い、基線長さ75mまたは150mの透過率計を用いている。,175m& 152.4m
観測は、,視程は、夜間では暗くなって目標が見えないことの影響を取り入れる。,夜間の視程は、昼間と同じ明るさと仮定した場合で、暗くなって目標が見えないことには白湯されない。
観測は、,視程は、光源から照射された光が大気や浮遊する粒子によって散乱吸収され減衰し、もとの強さの10%になるまでの距離を大気消散係数という,5%
観測は、,大気消散係数と視程は合致しない,
観測は、,視程は、1kmまでは100m単位 1km以上は500m単位で観測する,50m 100m    km単位
観測は、,雲量は、濃霧のため全く空が見えない場合は、これを雲と同様にみなして雲量10とする。,
観測は、,雲量は、霧を通して、あるいは霧のない部分から天空あるいは雲が見える場合は、その程度に応じて雲量を決める。,
観測は、,運良は、煙霧、黄砂などが天空の全体又は一部を覆い’雲を判別できない場合は、濃霧の場合と同様にそこに雲があるとみなして雲量を決める。,
,,
天気は、,凍雨は、しゅう雨として降る,
天気は、,氷あられは、しゅう雨として降ることもある,常にしゅう雨性降雨として起こる
天気は、,ひょうは、雷電に伴って降る。,
天気は、,細氷は、水平視程は激しく変動し、その下限は500mの濃霧である,激しく変動するが、下限は1km程度
天気は、,氷霧はダイアモンドダストである,ちがう
天気は、,霜は大気中の水蒸気が凝結して地面又は地物に付着して凍結したもの,大気中の水蒸気が昇華して付着したもの
天気は、,かさ（日のかさ 月のかさ）は大気中に浮遊する水滴のために光が屈折または反射して生ずる,浮遊する氷の結晶
検定は、,電気式気圧計の検定有効期限は、5年である,10年
検定は、,風杯式 風車型風速計の検定有効期間は5年であるが、超音波式は10年である,風速計は5年
検定は、,転倒枡形雨量計の検定有効期限は、動作部が多いので2年である,5年
検定は、,ラジオゾンデ用機器の有効期限は2年である,1年
検定は、,複合気象測器検定の有効期限は、これを構成する各気象測器の平均値の期間である,もっとも短い
検定は、,委託検定の対象機器は、日照計と直達電気式日射計などである,
,,
アンサンブル予報は、,アンサンブル平均は、低気圧や台風の中心気圧を低めに予測する,ばらつきを平均するため高めになる。
アンサンブル予報は、,アンサンブル平均は、局地的な現象をよく表す,隠してしまう。
アンサンブル予報は、,,
,,
統計値は、,降水量が0.0mmと表示されている場合は降水がなかったことを表している,昔は基準がばらばら 現代は-が降水なしで、0.0mmは最小単位以下の降水があった。
統計値は、,最大一時間雨量は、毎正時の極値である,2002年12月31日以前は。今は、毎10分の極値
統計値は、,最大一時間雨量は、当日0時1分から25時までの連続した1時間の降水量の最大値である,前日23時1分から当日の24:00まで
統計値は、,日最大10分間降水量は、当日0時1分から25時までの連続した10時間の降水量の最大値である,前日23時51分から当日の24:00まで
統計値は、,日最高 最低気温の極値は、毎正時の極値である,任意の時分
統計値は、,日最大風速と日最大瞬間風速の統計値は気象台等とアメダスでは異なる,同じ 任意の時間の値
統計値は、,降雪の深さが0cmであれば降雪がなかったことを表す,気象台等（積雪自動観測）では降雪は記録されない 気象台等（目視）はーー表示  アメダスでは、有無に関わらず0cm
統計値は、,積雪の深さが0cmの時、必ず積雪はなかった。,そうとは限らない。
,,
数値予報モデル,力学過程は、格子の代表値を用いて直接計算できる時間変化項を取り扱っている,格子内の平均値
数値予報モデル,表現できる現象の最小スケールは、格子間隔の2～4倍と言われている。,5～8倍
数値予報モデル,GSMは非静止力学モデルである,静止力学モデル
数値予報モデル,MSMは静止力学平衡モデルであるが、LFAは非静止力学モデルである,MSMも非静止力学
数値予報モデル,物理過程では、格子より小さいスケールの効果を格子代表値で計算するためのモデル化を行っている,格子平均値
数値予報モデル,MSMでは地表面の積雪が解析値で固定されているために、予報時間中に積雪の有無が変わる効果がそもそも計算されていないが、LFMでは計算されている,MSMもLFMも計算されていない。
数値予報モデル,GSMでは、長時間の予報時間のため海面水温が大気により変化する効果が重要となり計算されている,GSM MSM FLMでも計算されていない。
数値予報モデル,GSMでは、海水温が大気による変化する効果は全く考慮されていない,季節変動は考慮されている。（たぶん季節予報では、何かのパラメータを変えている）
数値予報モデル,GSMでは、積雲対流スキームは大気安定度がそれほど低くない段階から対流が発生するものとして成層を安定させるため、強い降水域を集中させる傾向がある。,弱い降水を広めに予想する傾向がある。
数値予報モデル,MSMでは、地形の収束などの強制力が強いときに、弱い降水を広めに予想する傾向がある,強い降水を集中させる傾向がある。
数値予報モデル,MSMでは、積雲対流スキームによる不安定の解消が十分である場合に、格子スケールの上昇流が弱く予測され、結果として低気圧の発達不足の予報を行うことが知られている。,不十分である場合、低気圧の過発達の予報につながる
数値予報モデル,海上を進む擾乱の予想は、観測点が陸上に比べて少ないが、モデルが単純なため不確実性は小さい,大きい
数値予報モデル,海上を進む擾乱の予想は、衛星による観測データから十分に高精度な初期値を作成することができる,できない
数値予報モデル,台風ボーガスは、典型的な典型的な台風の構造を仮定し、台風の解析及び予測結果をもとに仮想的に作成した風と気圧の場である,
数値予報モデル,MSMやLFMの境界面での親モデルからの影響は、予報時間が長くなるにつれて影響が大きくなる。,
数値予報モデル,親モデルの変更が子モデル内の特性に影響を与えることはない,ある
数値予報モデル,気象庁の数値予報モデルでは、より解像度の高い子モデルから親モデルへの境界面を通しての移流をおこなっている,ない
アンサンブル予報は、,初期値が古い予報を併せて利用するLAFは気象庁では利用していない,LFM降水量ガイダンスで活用されている。
アンサンブル予報は、,LAFと新しい予報とに精度の違いは無い,ある 新しい方が平均的には精度が高い
,,
数値予報モデル,数値予報モデルの結果（プロダクト）から格子点と一致しない位置の値を求める場合は、単純な内挿計算で十分である,ならされてしまう。周囲の格子の状態を考慮した方が良い場合がある。
ガイダンス,一括学習型のガイダンスは、係数が変化しやすいため、予測特性を把握しにくい,係数が変化しないから予測特性を把握しやすい
ガイダンス,以下つ学習型のガイダンスは、数値予報モデルが変化してもすぐに対応できる,できない
ガイダンス,ニューラルネットワークは一括学習型の一つである,線形重回帰MLR
ガイダンス,逐次学習型は、数値予報モデルの変更により特性が変化した場合、データが数年かけて蓄積されるのを待たなければならない,一括学習型は
ガイダンス,逐次学習型は、予測式を日々更新できるが、それは1日に1回の更新操作のときだけである,予測のたびに係数が変化する
ガイダンス,逐次学習型は、発生頻度がまれな現象の予測に対しても有効性が高い,低い
ガイダンス,ガイダンスによってランダム誤差の低減が図られる,系統誤差
ガイダンス,ガイダンスはｍ数値予報モデルの地形モデルが実際と異なることによる誤差を低減することが可能である,ある
ガイダンス,線形重回帰は、多次元にわたる複雑な数式であるため、係数からガイダンスの特性をユーザーが把握することが難しい,超単純だから特性の把握しやすい
ガイダンス,線形重回帰は、数値予報結果と観測データから統計処理して係数を決める,最小二乗法も統計処理？
ガイダンス,線形重回帰は、数値予報モデルの変更に対して、ガイダンスの特性をユーザーが把握しやすいことから、柔軟に対応できる,できない
ガイダンス,ロジスティック回帰は、現象の晴れ(1) 雨(0) 雪(-1)の確率を利用するものである,"0,1の2値で表現できる現象の確率を予想する。"
ガイダンス,ニューラルネットワークを用いたガイダンスのメリットは、非線形の関係を取集扱うことができることである,できる。
ガイダンス,ニューラルネットワークを用いると、説明変数と予測結果との関係を把握することが困難である。,
ガイダンス,頻度バイアス補正とは、平均的な予測誤差が多少悪くなっても発生頻度の低い現象の予測精度を上げる目的で使用される。,
ガイダンス,頻度バイアス補正は、強風や大雨などの空振り率を低下させることができるが、一方捕捉率が悪化してしまう。,頻度バイアス補正は、強風や大雨などの捕捉率を向上させることができるが、一方空振り率が増加してしまう。
ガイダンス,係数の層別化は、一つの予測式ですべての場合に対応するコトは困難なため、特定の条件により予測式の係数を複数使い分ける,
ガイダンス,診断的な手法は、予測式は論理的な関係や簡便な調査結果などをもとに作成し、格子毎に細かい調整を行って得られう,格子毎に調整を行わずにかんたんに作成できる
ガイダンス,降水ガイダンスは、ニューラルネットワークにより平均降水量の予測値を作成し、カルマンフィルターと頻度バイアス補正により解析雨量から算出した平均雨量と最大降水量の比を予測して、最後に両者をかけ合わせて最大降水量を作成する。,カルマンフィルターと頻度バイアス補正で平均雨量の予測値を作成し、ニューラルネットワークにより平均雨量と最大降水量の比を予測して、最大降水量を作成する。
ガイダンス,最大降雪量ガイダンスは、気温ガイダンスとと数値予報モデルの相対湿度から計算された雪水比を平均降水量ガイダンスに×て作成する、,
